Free_Text
"Pasien Rahmat Widodo, KTP 3276010101010004, 52 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah A, nomor rekam medis 727106, datang pada 10/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020004. Keluhan: hipertensi, keluhan tambahan: sesak napas. disarankan mengubah pola makan. Dokter rujukan: Dr. Hasan. keluhan masih tetap dirasakan, perlu observasi lebih lanjut"
"Pasien Wawan Purnomo, KTP 3276010101010009, 62 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah B, nomor rekam medis 870412, datang pada 11/09/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020003. Keluhan: migrain, keluhan tambahan: nyeri kepala. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Dewi Santika, KTP 3276010101010001, 54 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah B, nomor rekam medis 823138, datang pada 12/08/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020006. Keluhan: gagal jantung, keluhan tambahan: sulit tidur. diberikan insulin. Dokter rujukan: Dr. Dian. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Tono Suryono, KTP 3276010101010001, 60 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah A, nomor rekam medis 955673, datang pada 5/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020005. Keluhan: infeksi saluran pernapasan, keluhan tambahan: pusing. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. diberikan edukasi terkait penyakit"
"Pasien Tono Suryono, KTP 3276010101010010, 77 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah A, nomor rekam medis 630527, datang pada 10/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020010. Keluhan: kolesterol tinggi, keluhan tambahan: pusing. diberikan obat antihipertensi. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010010, 72 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 444270, datang pada 17/08/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020004. Keluhan: kolesterol tinggi, keluhan tambahan: nyeri kepala. diberikan suplemen zat besi. Dokter rujukan: Dr. Lukman. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010006, 28 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah A, nomor rekam medis 850109, datang pada 4/08/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020001. Keluhan: kolesterol tinggi, keluhan tambahan: nyeri kepala. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Hasan. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Lestari Nugroho, KTP 3276010101010006, 43 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah O, nomor rekam medis 492049, datang pada 9/07/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020007. Keluhan: infeksi saluran pernapasan, keluhan tambahan: nyeri kepala. diberikan insulin. Dokter rujukan: Dr. Diah. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Nita Susanti, KTP 3276010101010002, 40 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 699107, datang pada 3/07/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020005. Keluhan: asma, keluhan tambahan: batuk. diberikan diuretik. Dokter rujukan: Dr. Diah. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Siti Aminah, KTP 3276010101010001, 42 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 528945, datang pada 24/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020008. Keluhan: migrain, keluhan tambahan: mual. diberikan antihistamin. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Andi Suryana, KTP 3276010101010003, 47 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 588552, datang pada 9/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020005. Keluhan: migrain, keluhan tambahan: sakit pinggang. diberikan suplemen zat besi. Dokter rujukan: Dr. Diah. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Dewi Santika, KTP 3276010101010010, 43 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah A, nomor rekam medis 164807, datang pada 13/07/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020008. Keluhan: hipertensi, keluhan tambahan: pusing. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
"Pasien Dewi Santika, KTP 3276010101010002, 26 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah B, nomor rekam medis 438388, datang pada 3/07/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020001. Keluhan: hipertensi, keluhan tambahan: nyeri kepala. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Dian. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Yudi Raharjo, KTP 3276010101010003, 63 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah B, nomor rekam medis 180221, datang pada 3/07/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020002. Keluhan: anemia, keluhan tambahan: sakit pinggang. diberikan antihistamin. Dokter rujukan: Dr. Hasan. perlu dilakukan tes darah ulang"
"Pasien Andi Suryana, KTP 3276010101010010, 73 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah A, nomor rekam medis 621530, datang pada 5/07/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020004. Keluhan: asma, keluhan tambahan: sulit tidur. direkomendasikan fisioterapi. Dokter rujukan: Dr. Diah. keluhan masih tetap dirasakan, perlu observasi lebih lanjut"
"Pasien Dewi Santika, KTP 3276010101010007, 68 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 085643217890, golongan darah B, nomor rekam medis 867199, datang pada 21/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020003. Keluhan: gagal jantung, keluhan tambahan: sulit tidur. direkomendasikan fisioterapi. Dokter rujukan: Dr. Hasan. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Tono Suryono, KTP 3276010101010003, 24 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah O, nomor rekam medis 693085, datang pada 23/09/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020010. Keluhan: anemia, keluhan tambahan: sulit tidur. diberikan suplemen zat besi. Dokter rujukan: Dr. Lukman. diberikan edukasi terkait penyakit"
"Pasien Nita Susanti, KTP 3276010101010002, 80 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah B, nomor rekam medis 860556, datang pada 24/08/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020001. Keluhan: anemia, keluhan tambahan: sesak napas. disarankan mengubah pola makan. Dokter rujukan: Dr. Hasan. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Dewi Santika, KTP 3276010101010001, 76 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah O, nomor rekam medis 213473, datang pada 3/07/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020001. Keluhan: hipertensi, keluhan tambahan: mual. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Lukman. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Dewi Santika, KTP 3276010101010001, 42 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 666812, datang pada 27/08/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020007. Keluhan: gagal jantung, keluhan tambahan: kelelahan. diberikan antihistamin. Dokter rujukan: Dr. Lukman. diberikan edukasi terkait penyakit"
"Pasien Dewi Santika, KTP 3276010101010005, 30 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 353866, datang pada 19/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020008. Keluhan: alergi musiman, keluhan tambahan: nyeri kepala. diberikan obat antihipertensi. Dokter rujukan: Dr. Hasan. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Rahmat Widodo, KTP 3276010101010003, 26 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah B, nomor rekam medis 693702, datang pada 17/09/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020009. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: mual. diberikan inhaler. Dokter rujukan: Dr. Lukman. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Wawan Purnomo, KTP 3276010101010002, 41 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 085643217890, golongan darah B, nomor rekam medis 383566, datang pada 1/07/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020003. Keluhan: asma, keluhan tambahan: nyeri kepala. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Hasan. keluhan sudah berkurang setelah pengobatan"
"Pasien Yudi Raharjo, KTP 3276010101010001, 74 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah A, nomor rekam medis 658945, datang pada 12/08/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020004. Keluhan: infeksi saluran pernapasan, keluhan tambahan: sulit tidur. direkomendasikan fisioterapi. Dokter rujukan: Dr. Diah. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Dewi Santika, KTP 3276010101010008, 49 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah O, nomor rekam medis 227449, datang pada 27/08/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020003. Keluhan: hipertensi, keluhan tambahan: nyeri kepala. diberikan antihistamin. Dokter rujukan: Dr. Dian. diminta mengurangi konsumsi garam dan lemak"
"Pasien Yudi Raharjo, KTP 3276010101010010, 48 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 085643217890, golongan darah A, nomor rekam medis 614805, datang pada 24/07/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020010. Keluhan: anemia, keluhan tambahan: batuk. diberikan inhaler. Dokter rujukan: Dr. Diah. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Nita Susanti, KTP 3276010101010003, 73 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 950809, datang pada 11/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020001. Keluhan: nyeri punggung, keluhan tambahan: kelelahan. diberikan diuretik. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010004, 36 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 085643217890, golongan darah AB, nomor rekam medis 864548, datang pada 26/08/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020006. Keluhan: asma, keluhan tambahan: batuk. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Nita Susanti, KTP 3276010101010010, 49 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 445633, datang pada 27/07/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020003. Keluhan: nyeri punggung, keluhan tambahan: pusing. disarankan mengubah pola makan. Dokter rujukan: Dr. Lukman. pasien merasa lebih baik setelah obat diberikan"
"Pasien Dewi Santika, KTP 3276010101010001, 65 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah B, nomor rekam medis 615930, datang pada 18/08/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020004. Keluhan: asma, keluhan tambahan: nyeri kepala. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Diah. perlu dilakukan tes darah ulang"
"Pasien Lestari Nugroho, KTP 3276010101010004, 48 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah O, nomor rekam medis 352352, datang pada 2/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020002. Keluhan: nyeri punggung, keluhan tambahan: nyeri kepala. direkomendasikan fisioterapi. Dokter rujukan: Dr. Hasan. diberikan edukasi terkait penyakit"
"Pasien Nita Susanti, KTP 3276010101010003, 52 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 376350, datang pada 14/08/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020009. Keluhan: asma, keluhan tambahan: kelelahan. diberikan resep anti migrain. Dokter rujukan: Dr. Lukman. direkomendasikan untuk menjaga pola makan dan olahraga"
"Pasien Dewi Santika, KTP 3276010101010010, 40 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 144684, datang pada 11/08/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020009. Keluhan: migrain, keluhan tambahan: sesak napas. diberikan insulin. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
"Pasien Rahmat Widodo, KTP 3276010101010010, 35 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 082234567654, golongan darah A, nomor rekam medis 295731, datang pada 27/08/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020005. Keluhan: kolesterol tinggi, keluhan tambahan: sesak napas. diberikan suplemen zat besi. Dokter rujukan: Dr. Hasan. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Dewi Santika, KTP 3276010101010010, 24 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 391496, datang pada 16/08/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020004. Keluhan: nyeri punggung, keluhan tambahan: kelelahan. diberikan insulin. Dokter rujukan: Dr. Lukman. diberikan edukasi terkait penyakit"
"Pasien Yudi Raharjo, KTP 3276010101010004, 53 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 371826, datang pada 17/07/2023. Diperiksa oleh Dr. Sari Utami, KTP 3173010202020009. Keluhan: infeksi saluran pernapasan, keluhan tambahan: sulit tidur. disarankan mengubah pola makan. Dokter rujukan: Dr. Dian. perlu dilakukan tes darah ulang"
"Pasien Yudi Raharjo, KTP 3276010101010002, 52 tahun, perempuan, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah A, nomor rekam medis 674519, datang pada 10/08/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020005. Keluhan: hipertensi, keluhan tambahan: pusing. diberikan diuretik. Dokter rujukan: Dr. Hasan. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Rahmat Widodo, KTP 3276010101010003, 43 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah AB, nomor rekam medis 613910, datang pada 25/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020003. Keluhan: alergi musiman, keluhan tambahan: nyeri kepala. diberikan inhaler. Dokter rujukan: Dr. Lukman. keluhan masih tetap dirasakan, perlu observasi lebih lanjut"
"Pasien Dewi Santika, KTP 3276010101010006, 25 tahun, laki-laki, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 081234567890, golongan darah B, nomor rekam medis 594791, datang pada 18/07/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020001. Keluhan: kolesterol tinggi, keluhan tambahan: sesak napas. direkomendasikan fisioterapi. Dokter rujukan: Dr. Hasan. diberikan edukasi terkait penyakit"
"Pasien Dewi Santika, KTP 3276010101010005, 42 tahun, laki-laki, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah B, nomor rekam medis 263765, datang pada 11/09/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020005. Keluhan: diabetes mellitus tipe 2, keluhan tambahan: nyeri kepala. diberikan diuretik. Dokter rujukan: Dr. Hasan. pasien merasa lebih baik setelah obat diberikan"
"Pasien Yudi Raharjo, KTP 3276010101010007, 32 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah O, nomor rekam medis 311644, datang pada 18/09/2023. Diperiksa oleh Dr. Sinta Wulandari, KTP 3173010202020002. Keluhan: gagal jantung, keluhan tambahan: mual. diberikan insulin. Dokter rujukan: Dr. Diah. perlu dilakukan tes darah ulang"
"Pasien Tono Suryono, KTP 3276010101010002, 79 tahun, perempuan, alamat Jl. Sudirman No. 56, Bandung, nomor telepon 082234567654, golongan darah O, nomor rekam medis 291349, datang pada 24/08/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020008. Keluhan: asma, keluhan tambahan: sulit tidur. diberikan diuretik. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Dewi Santika, KTP 3276010101010006, 22 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 082234567654, golongan darah O, nomor rekam medis 723406, datang pada 3/08/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020007. Keluhan: kolesterol tinggi, keluhan tambahan: mual. diberikan insulin. Dokter rujukan: Dr. Diah. pasien merasa lebih baik setelah obat diberikan"
"Pasien Yanti Kartika, KTP 3276010101010006, 69 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 082234567654, golongan darah O, nomor rekam medis 472091, datang pada 28/08/2023. Diperiksa oleh Dr. Gunawan Putra, KTP 3173010202020010. Keluhan: infeksi saluran pernapasan, keluhan tambahan: sakit pinggang. diberikan insulin. Dokter rujukan: Dr. Dian. dijadwalkan untuk pemeriksaan lanjutan bulan depan"
"Pasien Yanti Kartika, KTP 3276010101010008, 61 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah O, nomor rekam medis 106702, datang pada 23/07/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020004. Keluhan: kolesterol tinggi, keluhan tambahan: mual. diberikan inhaler. Dokter rujukan: Dr. Dian. akan dirujuk ke spesialis untuk evaluasi lebih lanjut"
"Pasien Lestari Nugroho, KTP 3276010101010007, 33 tahun, laki-laki, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 082234567654, golongan darah O, nomor rekam medis 230727, datang pada 20/09/2023. Diperiksa oleh Dr. Aditya Widjaja, KTP 3173010202020003. Keluhan: gagal jantung, keluhan tambahan: sesak napas. diberikan antibiotik selama 5 hari. Dokter rujukan: Dr. Lukman. pasien perlu kontrol lagi dalam 1 minggu"
"Pasien Rahmat Widodo, KTP 3276010101010008, 31 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah O, nomor rekam medis 474535, datang pada 7/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020004. Keluhan: asma, keluhan tambahan: kelelahan. diberikan antihistamin. Dokter rujukan: Dr. Lukman. keluhan sudah berkurang setelah pengobatan"
"Pasien Dewi Santika, KTP 3276010101010004, 33 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081987654321, golongan darah O, nomor rekam medis 292800, datang pada 3/07/2023. Diperiksa oleh Dr. Sumarno Hadi, KTP 3173010202020001. Keluhan: hipertensi, keluhan tambahan: nyeri kepala. disarankan mengubah pola makan. Dokter rujukan: Dr. Lukman. diminta mengurangi konsumsi garam dan lemak"
"Pasien Siti Aminah, KTP 3276010101010005, 64 tahun, perempuan, alamat Jl. Diponegoro No. 12, Medan, nomor telepon 081234567890, golongan darah AB, nomor rekam medis 755047, datang pada 27/08/2023. Diperiksa oleh Dr. Budi Santoso, KTP 3173010202020009. Keluhan: alergi musiman, keluhan tambahan: sulit tidur. diberikan inhaler. Dokter rujukan: Dr. Dian. perlu dilakukan tes darah ulang"
"Pasien Tono Suryono, KTP 3276010101010006, 73 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081234567890, golongan darah O, nomor rekam medis 785614, datang pada 15/07/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020005. Keluhan: nyeri punggung, keluhan tambahan: mual. diberikan antihistamin. Dokter rujukan: Dr. Lukman. perlu dilakukan tes darah ulang"
"Pasien Yudi Raharjo, KTP 3276010101010007, 72 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 082234567654, golongan darah AB, nomor rekam medis 571427, datang pada 22/09/2023. Diperiksa oleh Dr. Wahyu Nugraha, KTP 3173010202020010. Keluhan: anemia, keluhan tambahan: mual. diberikan insulin. Dokter rujukan: Dr. Diah. keluhan sudah berkurang setelah pengobatan"
"Pasien Wawan Purnomo, KTP 3276010101010010, 26 tahun, laki-laki, alamat Jl. Merdeka No. 123, Jakarta, nomor telepon 081234567890, golongan darah B, nomor rekam medis 468879, datang pada 24/07/2023. Diperiksa oleh Dr. Andika Pratama, KTP 3173010202020010. Keluhan: nyeri punggung, keluhan tambahan: pusing. diberikan obat antihipertensi. Dokter rujukan: Dr. Diah. pasien merasa lebih baik setelah obat diberikan"
"Pasien Rahmat Widodo, KTP 3276010101010006, 73 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah O, nomor rekam medis 914311, datang pada 25/09/2023. Diperiksa oleh Dr. Rini Maharani, KTP 3173010202020006. Keluhan: hipertensi, keluhan tambahan: sesak napas. diberikan antihistamin. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
"Pasien Rahmat Widodo, KTP 3276010101010007, 77 tahun, perempuan, alamat Jl. Imam Bonjol No. 78, Surabaya, nomor telepon 081987654321, golongan darah B, nomor rekam medis 467089, datang pada 21/09/2023. Diperiksa oleh Dr. Farida Lestari, KTP 3173010202020005. Keluhan: gagal jantung, keluhan tambahan: mual. diberikan inhaler. Dokter rujukan: Dr. Diah. diminta mengurangi konsumsi garam dan lemak"
